competitor,Discipline,Sex,Nationality,mark_numeric,Predicted_World_Record_Breaker,Probability_World_Record_Breaker,World_Record_Correct,Actual_World_Record_Breaker,Actual_National_Record_Breaker,Actual_Personal_Best_Breaker
Almenesh HERPA,marathon,female,ETH,8930.0,No,0.00020402584,Yes,No,No,Unknown
Anna MATSUDA,marathon,female,JPN,8930.0,No,0.00020402584,Yes,No,No,Yes
Kana KOBAYASHI,marathon,female,JPN,8930.0,No,0.00020402584,Yes,No,No,Unknown
Zhixuan LI,marathon,female,CHN,8931.0,No,0.00020402584,Yes,No,No,No
Roselida JEPKETER,marathon,female,BRN,8931.0,No,0.00020402584,Yes,No,No,Unknown
Khishigsaikhan GALBADRAKH,marathon,female,MGL,8933.0,No,0.00020402584,Yes,No,No,No
Buzunesh GETACHEW,marathon,female,ETH,8934.0,No,0.00020402584,Yes,No,No,No
Maritu KETEMA,marathon,female,ETH,8934.0,No,0.00020402584,Yes,No,No,Yes
Khishigsaikhan GALBADRAKH,marathon,female,MGL,8936.0,No,0.00020402584,Yes,No,No,No
Betty CHEPKORIR,marathon,female,KEN,8938.0,No,0.00020402584,Yes,No,No,Unknown
Amber ZIMMERMAN,marathon,female,USA,8941.0,No,0.00020402584,Yes,No,No,Unknown
Xinyan ZHANG,marathon,female,CHN,8944.0,No,0.00020402584,Yes,No,No,No
Yuri MITSUNE,marathon,female,JPN,8944.0,No,0.00020402584,Yes,No,No,Unknown
Bekelech TEKU,marathon,female,ETH,8944.0,No,0.00020402584,Yes,No,No,Unknown
Lensa DEBELE,marathon,female,ETH,8945.0,No,0.00020402584,Yes,No,No,Unknown
Betelihem AFENIGUS,marathon,female,ETH,8946.0,No,0.00020402584,Yes,No,No,Unknown
Alemitu TARIKU,marathon,female,ETH,8947.0,No,0.00020402584,Yes,No,No,Unknown
Yeneabeba EIGU,marathon,female,ETH,8948.0,No,0.00020402584,Yes,No,No,No
Changqin DING,marathon,female,CHN,8949.0,No,0.00020402584,Yes,No,No,No
Amid Fozya JEMAL,marathon,female,ETH,8953.0,No,0.00020402584,Yes,No,No,No
Selam FENTE,marathon,female,ETH,8953.0,No,0.00020402584,Yes,No,No,Unknown
Giovanna EPIS,marathon,female,ITA,8954.0,No,0.00020402584,Yes,No,No,No
Gadise MULU,marathon,female,ETH,8954.0,No,0.00020402584,Yes,No,No,No
Rael CHEROP,marathon,female,KEN,8955.0,No,0.00020402584,Yes,No,No,Unknown
Martha AKENO,marathon,female,KEN,8960.0,No,0.00020402584,Yes,No,No,No
Jessica MCCLAIN,marathon,female,USA,8960.0,No,0.00020402584,Yes,No,No,Yes
Aberash FAYESA,marathon,female,ETH,8961.0,No,0.00020402584,Yes,No,No,No
Judith CHERONO,marathon,female,KEN,8963.0,No,0.00020402584,Yes,No,No,No
Adilo Saeda KEDIR,marathon,female,ETH,8963.0,No,0.00020402584,Yes,No,No,Unknown
SonMi KIM,marathon,female,PRK,8965.0,No,0.00020402584,Yes,No,No,Unknown
Emmah Cheruto NDIWA,marathon,female,KEN,8966.0,No,0.00020402584,Yes,No,No,Unknown
Tegest AYALEW,marathon,female,ETH,8967.0,No,0.00020402584,Yes,No,No,Unknown
Nanaka IZAWA,marathon,female,JPN,8968.0,No,0.00020402584,Yes,No,No,Unknown
Rie KAWAUCHI,marathon,female,JPN,8968.0,No,0.00020402584,Yes,No,No,No
Deborah SCHÖNEBORN,marathon,female,GER,8970.0,No,0.00020402584,Yes,No,No,No
Susanna SULLIVAN,marathon,female,USA,8970.0,No,0.00020402584,Yes,No,No,No
Li BAI,marathon,female,CHN,8972.0,No,0.00020402584,Yes,No,No,No
Rediet DANIEL,marathon,female,ETH,8974.0,No,0.00020402584,Yes,No,No,Unknown
Shewarge ALENE,marathon,female,ETH,8974.0,No,0.00020402584,Yes,No,No,No
Deshun ZHANG,marathon,female,CHN,8975.0,No,0.00020402584,Yes,No,No,No
Aamelmal TAGEL,marathon,female,ETH,8977.0,No,0.00020402584,Yes,No,No,No
Solange JESUS,marathon,female,POR,8979.0,No,0.00020402584,Yes,No,No,No
Kaena TAKEYAMA,marathon,female,JPN,8980.0,No,0.00020402584,Yes,No,No,No
Yeneabeba EIGU,marathon,female,ETH,8981.0,No,0.00020402584,Yes,No,No,No
Sofia JEBIWOTT,marathon,female,KEN,8981.0,No,0.00020402584,Yes,No,No,Unknown
Nina VOELCKEL,marathon,female,GER,8983.0,No,0.00020402584,Yes,No,No,Unknown
Samantha HARRISON,marathon,female,GBR,8984.0,No,0.00020402584,Yes,No,No,No
Caroline Cheptanui KILEL,marathon,female,KEN,8984.0,No,0.00020402584,Yes,No,No,No
Chernet MISGANAW,marathon,female,ETH,8985.0,No,0.00020402584,Yes,No,No,No
Ivyne JERUTO,marathon,female,KEN,8985.0,No,0.00020402584,Yes,No,No,Unknown
Pasacline JELAGAT,marathon,female,KEN,8987.0,No,0.00020402584,Yes,No,No,Unknown
Tiringo MULU,marathon,female,ETH,8988.0,No,0.00020402584,Yes,No,No,Unknown
Esther NAVARRETE,marathon,female,ESP,8989.0,No,0.00020402584,Yes,No,No,Unknown
Aberash FAYESA,marathon,female,ETH,8991.0,No,0.00020402584,Yes,No,No,No
Baraki GEBRIALA,marathon,female,ETH,8991.0,No,0.00020402584,Yes,No,No,Unknown
Aberash DEMISSE,marathon,female,ETH,8993.0,No,0.00020402584,Yes,No,No,Unknown
Oumaima SAOUD,marathon,female,MAR,8993.0,No,0.00020402584,Yes,No,No,Unknown
Vivian JEROTICH,marathon,female,KEN,8994.0,No,0.00020402584,Yes,No,No,Unknown
Changqin DING,marathon,female,CHN,8994.0,No,0.00020402584,Yes,No,No,No
Dina ALEKSANDROVA,marathon,female,RUS,8996.0,No,0.00020402584,Yes,No,No,Unknown
Hiwot GEBREKIDAN,marathon,female,ETH,8999.0,No,0.00020402584,Yes,No,No,No
Mare DIBABA,marathon,female,ETH,8999.0,No,0.00020402584,Yes,No,No,No
Faith CHEPKOECH,marathon,female,KEN,9000.0,No,0.00020402584,Yes,No,No,Unknown
Calli HAUGER-THACKERY,15-kilometres,female,GBR,2844.0,No,0.0050928625,Yes,No,Yes,Unknown
Rachael Zena CHEBET,15-kilometres,female,UGA,2895.0,No,0.0050928625,Yes,No,No,Unknown
Sarah NAIBEI,15-kilometres,female,KEN,2920.0,No,0.0050928625,Yes,No,No,Unknown
Italy U18,medley-relay,female,ITA,124.57,Yes,0.99626285,No,No,Yes,Yes
Switzerland U18,medley-relay,female,SUI,125.93,Yes,0.99626285,No,No,Yes,Yes
Poland U18,medley-relay,female,POL,126.3,Yes,0.99626285,No,No,Yes,Yes
Ireland U18,medley-relay,female,IRL,127.06,No,0.0012875298,Yes,No,Yes,Yes
France U18,medley-relay,female,FRA,127.3,No,0.0012875298,Yes,No,Yes,Yes
Poland U18,medley-relay,female,POL,127.39,No,0.0012875298,Yes,No,Yes,Yes
Switzerland U18,medley-relay,female,SUI,128.35,No,0.0012875298,Yes,No,Yes,Yes
Czechia U18,medley-relay,female,CZE,128.5,No,0.0012875298,Yes,No,No,Unknown
Poland U18,medley-relay,female,POL,129.08,No,0.0012875298,Yes,No,No,No
Ireland U18,medley-relay,female,IRL,129.2,No,0.0012875298,Yes,No,Yes,Yes
Portugal U18,medley-relay,female,POR,130.04,No,0.0012875298,Yes,No,Yes,Yes
Italy U18,medley-relay,female,ITA,130.16,No,0.0012875298,Yes,No,No,No
Portugal U18,medley-relay,female,POR,130.23,No,0.0012875298,Yes,No,Yes,Yes
Czechia U18,medley-relay,female,CZE,130.28,No,0.0012875298,Yes,No,No,Unknown
France U18,medley-relay,female,FRA,130.5,No,0.0012875298,Yes,No,No,No
Croatia U18,medley-relay,female,CRO,131.43,No,0.0012875298,Yes,No,Yes,Yes
Serbia U18,medley-relay,female,SRB,131.8,No,0.0012875298,Yes,No,Yes,Yes
Germany U18,medley-relay,female,GER,131.87,No,0.0012875298,Yes,No,No,No
Latvia U18,medley-relay,female,LAT,131.91,No,0.0012875298,Yes,No,Unknown,Unknown
Finland U18,medley-relay,female,FIN,132.0,No,0.0012875298,Yes,No,No,No
Ukraine U18,medley-relay,female,UKR,132.0,No,0.03200349,Yes,No,No,No
Latvia U18,medley-relay,female,LAT,132.48,No,0.0012875298,Yes,No,Unknown,Unknown
Slovak Republic U18,medley-relay,female,SVK,132.54,No,0.0012875298,Yes,No,No,No
Slovenia U18,medley-relay,female,SLO,132.77,No,0.0012875298,Yes,No,No,No
Naša atletika Bratislava,medley-relay,female,SVK,133.22,No,0.0012875298,Yes,No,No,Unknown
Hungary U18,medley-relay,female,HUN,133.26,No,0.0012875298,Yes,No,No,No
Slovak Republic U18,medley-relay,female,SVK,133.92,No,0.0012875298,Yes,No,No,No
Estonia U18,medley-relay,female,EST,134.23,No,0.0012875298,Yes,No,No,No
Romania U18,medley-relay,female,ROU,134.47,No,0.0012875298,Yes,No,No,No
Luxembourg U18,medley-relay,female,LUX,134.74,No,0.0012875298,Yes,No,Unknown,Unknown
Medina EISA,10-kilometres,female,ETH,1765.0,Yes,0.99872094,No,No,No,Unknown
Agnes Jebet NGETICH,10-kilometres,female,KEN,1767.0,Yes,0.99872094,No,No,No,No
Hellen Ekalale LOBUN,10-kilometres,female,KEN,1770.0,Yes,0.99872094,No,No,No,Unknown
Girmawit GEBRZIHAIR,10-kilometres,female,ETH,1774.0,Yes,0.99872094,No,No,No,Yes
Likina AMEBAW,10-kilometres,female,ETH,1780.0,Yes,0.99872094,No,No,No,Unknown
Fotyen TESFAY,10-kilometres,female,ETH,1782.0,Yes,0.99872094,No,No,No,Yes
Asayech AYICHEW,10-kilometres,female,ETH,1783.0,Yes,0.99872094,No,No,No,Unknown
Likina AMEBAW,10-kilometres,female,ETH,1795.0,Yes,0.99872094,No,No,No,Unknown
Fantaye BELAYNEH,10-kilometres,female,ETH,1800.0,Yes,0.99872094,No,No,No,Yes
Aynadis MEBRATU,10-kilometres,female,ETH,1805.0,Yes,0.99872094,No,No,No,Unknown
Christine CHESIRO,10-kilometres,female,KEN,1806.0,Yes,0.99872094,No,No,No,Unknown
Cintia CHEPNGENO,10-kilometres,female,KEN,1817.0,Yes,0.99872094,No,No,No,Yes
Wede KEFALE,10-kilometres,female,ETH,1819.0,Yes,0.99872094,No,No,No,Yes
Joy CHEPTOYEK,10-kilometres,female,UGA,1822.0,Yes,0.99872094,No,No,Yes,Yes
Gladys KWAMBOKA,10-kilometres,female,KEN,1824.0,No,0.0012790206,Yes,No,No,Unknown
Klara LUKAN,10-kilometres,female,SLO,1826.0,No,0.0012790206,Yes,No,Unknown,Unknown
Maurine JEMUTAI,10-kilometres,female,KEN,1828.0,No,0.0012790206,Yes,No,No,Unknown
Miriam Chepkech SEREM,10-kilometres,female,KEN,1829.0,No,0.0012790206,Yes,No,No,Unknown
Fantaye BELAYNEH,10-kilometres,female,ETH,1830.0,No,0.0012790206,Yes,No,No,No
Senayet GETACHEW,10-kilometres,female,ETH,1831.0,No,0.0012790206,Yes,No,No,Yes
Asmarech ANLEY,10-kilometres,female,ETH,1834.0,No,0.0012790206,Yes,No,No,Unknown
Samiyah HASSAN NOUR,10-kilometres,female,DJI,1840.0,No,0.0012790206,Yes,No,Unknown,Unknown
Girmawit GEBRZIHAIR,10-kilometres,female,ETH,1841.0,No,0.0012790206,Yes,No,No,Yes
Medina EISA,10-kilometres,female,ETH,1842.0,No,0.0012790206,Yes,No,No,Unknown
Isobel BATT-DOYLE,10-kilometres,female,AUS,1844.0,No,0.0012790206,Yes,No,Yes,Unknown
Purity Kajuju GITONGA,10-kilometres,female,KEN,1844.0,No,0.0012790206,Yes,No,No,Yes
Konstanze KLOSTERHALFEN,10-kilometres,female,GER,1846.0,No,0.0012790206,Yes,No,Yes,Yes
Caroline Makandi GITONGA,10-kilometres,female,KEN,1846.0,No,0.0012790206,Yes,No,No,Yes
Alice Chemtai LOITASIA,10-kilometres,female,KEN,1847.0,No,0.0012790206,Yes,No,No,Unknown
Clare NDIWA,10-kilometres,female,KEN,1850.0,No,0.0012790206,Yes,No,No,Unknown
Janeth Nyiva MUTUNGI,10-kilometres,female,KEN,1853.0,No,0.0012790206,Yes,No,No,Yes
Caroline Makandi GITONGA,10-kilometres,female,KEN,1856.0,No,0.0012790206,Yes,No,No,Yes
Jesca CHELANGAT,10-kilometres,female,KEN,1858.0,No,0.0012790206,Yes,No,No,No
Diane VAN ES,10-kilometres,female,NED,1858.0,No,0.0012790206,Yes,No,No,No
Rebecca CHELANGAT,10-kilometres,female,UGA,1859.0,No,0.0012790206,Yes,No,No,Unknown
Miriam CHEBET,10-kilometres,female,KEN,1860.0,No,0.0012790206,Yes,No,No,Yes
Alessia ZARBO,10-kilometres,female,FRA,1860.0,No,0.0012790206,Yes,No,Yes,Unknown
Emma Grace HURLEY,10-kilometres,female,USA,1860.0,No,0.0012790206,Yes,No,No,Unknown
Lemlem NIBRET,10-kilometres,female,ETH,1860.0,No,0.0012790206,Yes,No,No,Unknown
Lomi MULETA,10-kilometres,female,ETH,1861.0,No,0.0012790206,Yes,No,No,Unknown
Mekdes WOLDU,10-kilometres,female,FRA,1861.0,No,0.0012790206,Yes,No,Yes,Yes
Annet Chemengich CHELANGAT,10-kilometres,female,UGA,1863.0,No,0.0012790206,Yes,No,No,Unknown
Emily SISSON,10-kilometres,female,USA,1863.0,No,0.0012790206,Yes,No,No,Yes
Eilish MCCOLGAN,10-kilometres,female,GBR,1863.0,No,0.0012790206,Yes,No,No,No
Rebecca CHELANGAT,10-kilometres,female,UGA,1864.0,No,0.0012790206,Yes,No,No,Unknown
Sarah CHELANGAT,10-kilometres,female,UGA,1867.0,No,0.0012790206,Yes,No,No,No
Klara LUKAN,10-kilometres,female,SLO,1867.0,No,0.0012790206,Yes,No,Unknown,Unknown
Nelvin JEPKEMBOI,10-kilometres,female,KEN,1868.0,No,0.0012790206,Yes,No,No,No
Nadia BATTOCLETTI,10-kilometres,female,ITA,1870.0,No,0.0012790206,Yes,No,Yes,Yes
Carla GALLARDO,10-kilometres,female,ESP,1871.0,No,0.0012790206,Yes,No,Yes,Unknown
Gotytom GEBRESLASE,10-kilometres,female,ETH,1871.0,No,0.0012790206,Yes,No,No,Unknown
Chloé HERBIET,10-kilometres,female,BEL,1872.0,No,0.0012790206,Yes,No,Yes,Unknown
Gladys CHEPKURUI,10-kilometres,female,KEN,1873.0,No,0.0012790206,Yes,No,No,No
Rebecca MWANGI,10-kilometres,female,KEN,1873.0,No,0.0012790206,Yes,No,No,Yes
Rispa CHEROP,10-kilometres,female,UGA,1875.0,No,0.0012790206,Yes,No,No,Unknown
Amy-Eloise NEALE,10-kilometres,female,GBR,1875.0,No,0.0012790206,Yes,No,No,Unknown
Gela HAMBESE,10-kilometres,female,ETH,1875.0,No,0.0012790206,Yes,No,No,Unknown
Alemaddis EYAYU,10-kilometres,female,ETH,1875.0,No,0.0012790206,Yes,No,No,Yes
Sarah MADELEINE,10-kilometres,female,FRA,1875.0,No,0.0012790206,Yes,No,No,Unknown
Hellen OBIRI,10-kilometres,female,KEN,1876.0,No,0.0012790206,Yes,No,No,No
Yasemin CAN,10-kilometres,female,TUR,1876.0,No,0.0012790206,Yes,No,No,Unknown
Jana VAN LENT,10-kilometres,female,BEL,1877.0,No,0.0012790206,Yes,No,Yes,Unknown
Marwa BOUZAYANI,10-kilometres,female,TUN,1877.0,No,0.0012790206,Yes,No,Unknown,Unknown
Gladys KWAMBOKA,10-kilometres,female,KEN,1877.0,No,0.0012790206,Yes,No,No,Unknown
Svetlana APLACHKINA,10-kilometres,female,RUS,1882.0,No,0.0012790206,Yes,No,Unknown,Unknown
Esther CHEBET,10-kilometres,female,UGA,1883.0,No,0.0012790206,Yes,No,No,Unknown
Isobel BATT-DOYLE,10-kilometres,female,AUS,1885.0,No,0.0012790206,Yes,No,No,Unknown
Eva DIETERICH,10-kilometres,female,GER,1885.0,No,0.0012790206,Yes,No,No,Unknown
Loice CHEMNUNG,10-kilometres,female,KEN,1886.0,No,0.0012790206,Yes,No,No,No
Klara LUKAN,10-kilometres,female,SLO,1886.0,No,0.0012790206,Yes,No,Unknown,Unknown
Jana VAN LENT,10-kilometres,female,BEL,1886.0,No,0.0012790206,Yes,No,No,Unknown
Kaoutar FARKOUSSI,10-kilometres,female,MAR,1886.0,No,0.0012790206,Yes,No,No,Unknown
Elisa PALMERO,10-kilometres,female,ITA,1886.0,No,0.0012790206,Yes,No,Yes,Unknown
Marwa BOUZAYANI,10-kilometres,female,TUN,1889.0,No,0.0012790206,Yes,No,Unknown,Unknown
Sarah LAHTI,10-kilometres,female,SWE,1889.0,No,0.0012790206,Yes,No,No,No
Rebecca CHELANGAT,10-kilometres,female,UGA,1889.0,No,0.0012790206,Yes,No,No,Unknown
Isobel BATT-DOYLE,10-kilometres,female,AUS,1890.0,No,0.0012790206,Yes,No,No,Unknown
Mariana MACHADO,10-kilometres,female,POR,1890.0,No,0.0012790206,Yes,No,No,Unknown
Asmarech ANLEY,10-kilometres,female,ETH,1891.0,No,0.0012790206,Yes,No,No,Unknown
Beatrice Jepchirchir CHESEREK,10-kilometres,female,KEN,1891.0,No,0.0012790206,Yes,No,No,Yes
Eilish MCCOLGAN,10-kilometres,female,GBR,1891.0,No,0.0012790206,Yes,No,No,No
Roxane CLEPPE,10-kilometres,female,BEL,1892.0,No,0.0012790206,Yes,No,No,Unknown
Jane Ghati CHACHA,10-kilometres,female,KEN,1892.0,No,0.0012790206,Yes,No,No,Unknown
Jana VAN LENT,10-kilometres,female,BEL,1892.0,No,0.0012790206,Yes,No,No,Unknown
Lydia Cheptarus CHERUIYOT,10-kilometres,female,KEN,1893.0,No,0.0012790206,Yes,No,No,No
Sarah LAHTI,10-kilometres,female,SWE,1895.0,No,0.0012790206,Yes,No,No,No
Vivian Jepkemei CHERUIYOT,10-kilometres,female,KEN,1895.0,No,0.0012790206,Yes,No,No,No
Fiona O'KEEFFE,10-kilometres,female,USA,1896.0,No,0.0012790206,Yes,No,No,Unknown
Leanne POMPEANI,10-kilometres,female,AUS,1896.0,No,0.0012790206,Yes,No,No,Yes
Svetlana APLACHKINA,10-kilometres,female,RUS,1896.0,No,0.0012790206,Yes,No,Unknown,Unknown
Amy-Eloise NEALE,10-kilometres,female,GBR,1897.0,No,0.0012790206,Yes,No,No,Unknown
Tereza HROCHOVÁ,10-kilometres,female,CZE,1898.0,No,0.0012790206,Yes,No,Unknown,Unknown
Abigael CHEPKOECH,10-kilometres,female,KEN,1898.0,No,0.0012790206,Yes,No,No,Unknown
Esther PFEIFFER,10-kilometres,female,GER,1899.0,No,0.0012790206,Yes,No,No,Unknown
Sofiia YAREMCHUK,10-kilometres,female,ITA,1899.0,No,0.0012790206,Yes,No,No,Unknown
Sharon LOKEDI,10-kilometres,female,KEN,1899.0,No,0.0012790206,Yes,No,No,No
Gladys KWAMBOKA,10-kilometres,female,KEN,1899.0,No,0.0012790206,Yes,No,No,Unknown
Lemlem NIBRET,10-kilometres,female,ETH,1900.0,No,0.0012790206,Yes,No,No,Unknown
Annet Chemengich CHELANGAT,10-kilometres,female,UGA,1901.0,No,0.0012790206,Yes,No,No,Unknown
Juliette THOMAS,10-kilometres,female,BEL,1901.0,No,0.0012790206,Yes,No,No,Unknown
Emily SISSON,10-kilometres,female,USA,1902.0,No,0.0012790206,Yes,No,No,No
Risper CHEROP,10-kilometres,female,UGA,1903.0,No,0.0012790206,Yes,No,No,Unknown
Mekdes WOLDU,10-kilometres,female,FRA,1903.0,No,0.0012790206,Yes,No,No,No
Izzy FRY,10-kilometres,female,GBR,1903.0,No,0.0012790206,Yes,No,No,Unknown
Mekdes WOLDU,10-kilometres,female,FRA,1903.0,No,0.0012790206,Yes,No,No,No
Risper CHEROP,10-kilometres,female,UGA,1903.0,No,0.0012790206,Yes,No,No,Unknown
Thalia VALDIVIA,10-kilometres,female,PER,1904.0,No,0.0012790206,Yes,No,Unknown,Unknown
Soukaina ATANANE,10-kilometres,female,MAR,1904.0,No,0.0012790206,Yes,No,No,No
Valentina GEMETTO,10-kilometres,female,ITA,1904.0,No,0.0012790206,Yes,No,No,Unknown
Faith CHERONO,10-kilometres,female,KEN,1904.0,No,0.0012790206,Yes,No,No,No
Jane Ghati CHACHA,10-kilometres,female,KEN,1905.0,No,0.0012790206,Yes,No,No,Unknown
Amy-Eloise NEALE,10-kilometres,female,GBR,1905.0,No,0.0012790206,Yes,No,No,Unknown
Charity CHEROP,10-kilometres,female,UGA,1939.0,No,0.0012790206,Yes,No,No,Unknown
Arkansas,4x800-metres-relay,female,INT,496.12,No,0.009267217,Yes,No,No,Unknown
North Carolina,4x800-metres-relay,female,USA,500.24,No,0.009267217,Yes,No,No,Unknown
Clemson,4x800-metres-relay,female,INT,500.42,No,0.009267217,Yes,No,No,Unknown
Clemson,4x800-metres-relay,female,INT,501.39,No,0.009267217,Yes,No,No,Unknown
Washington,4x800-metres-relay,female,INT,502.1,No,0.009267217,Yes,No,No,Unknown
Ewa SWOBODA,50-metres,female,POL,6.12,No,0.0052425805,Yes,No,Yes,Unknown
Patrizia VAN DER WEKEN,50-metres,female,LUX,6.12,No,0.0052425805,Yes,No,Yes,Yes
Ewa SWOBODA,50-metres,female,POL,6.12,No,0.0052425805,Yes,No,Yes,Unknown
Patrizia VAN DER WEKEN,50-metres,female,LUX,6.15,No,0.0052425805,Yes,No,Yes,Yes
Karolína MAŇASOVÁ,50-metres,female,CZE,6.2,No,0.0052425805,Yes,No,Unknown,Unknown
Karolína MAŇASOVÁ,50-metres,female,CZE,6.22,No,0.0052425805,Yes,No,Unknown,Unknown
Torrie LEWIS,50-metres,female,AUS,6.24,No,0.0052425805,Yes,No,Unknown,Unknown
Torrie LEWIS,50-metres,female,AUS,6.24,No,0.0052425805,Yes,No,Unknown,Unknown
Boglárka TAKÁCS,50-metres,female,HUN,6.27,No,0.0052425805,Yes,No,Unknown,Unknown
Viktória FORSTER,50-metres,female,SVK,6.28,No,0.0052425805,Yes,No,Unknown,Unknown
Boglárka TAKÁCS,50-metres,female,HUN,6.3,No,0.0052425805,Yes,No,Unknown,Unknown
Janeth CHEPNGETICH,10000-metres,female,KEN,1827.02,Yes,0.998979,No,No,No,Yes
Agnes Jebet NGETICH,10000-metres,female,KEN,1827.38,Yes,0.9999181,No,No,No,Yes
Beatrice CHEBET,10000-metres,female,KEN,1827.52,Yes,0.99972945,No,No,No,Unknown
Yenawa NBRET,10000-metres,female,ETH,1828.82,Yes,0.9993666,No,No,No,Unknown
Yenawa NBRET,10000-metres,female,ETH,1828.82,Yes,0.9993666,No,No,No,Unknown
Miriam CHEBET,10000-metres,female,KEN,1832.9,Yes,0.99924743,No,No,No,Unknown
Chaltu DIDA,10000-metres,female,ETH,1833.86,Yes,0.999121,No,No,No,Unknown
Rose DAVIES,10000-metres,female,AUS,1834.11,Yes,0.99977225,No,No,Yes,Yes
Elise CRANNY,10000-metres,female,USA,1836.56,Yes,0.998979,No,No,No,No
Senayet GETACHEW,10000-metres,female,ETH,1836.67,Yes,0.9993666,No,No,No,Yes
Beatrice CHEBET,10000-metres,female,KEN,1837.61,Yes,0.99972945,No,No,No,Unknown
Nadia BATTOCLETTI,10000-metres,female,ITA,1838.23,Yes,0.99972945,No,No,Yes,Yes
Weini KELATI FREZGHI,10000-metres,female,USA,1838.6,Yes,0.998979,No,No,No,Yes
Gudaf TSEGAY,10000-metres,female,ETH,1839.65,Yes,0.999121,No,No,No,No
Karoline Bjerkeli GRØVDAL,10000-metres,female,NOR,1841.66,Yes,0.998979,No,No,No,Yes
Joy CHEPTOYEK,10000-metres,female,UGA,1841.95,Yes,0.6884176,No,No,Yes,Yes
Agnes Jebet NGETICH,10000-metres,female,KEN,1842.66,Yes,0.9725,No,No,No,Yes
Asayech AYICHEW,10000-metres,female,ETH,1847.24,No,7.902387e-05,Yes,No,No,Unknown
Daisy JEPKEMEI,10000-metres,female,KAZ,1848.44,No,5.7911897e-05,Yes,No,No,Unknown
Calli HAUGER-THACKERY,10000-metres,female,GBR,1850.64,No,6.7279005e-05,Yes,No,No,Unknown
Isobel BATT-DOYLE,10000-metres,female,AUS,1851.27,No,6.7279005e-05,Yes,No,No,Yes
Aynadis MEBRATU,10000-metres,female,ETH,1853.29,No,7.902387e-05,Yes,No,No,Unknown
Calli HAUGER-THACKERY,10000-metres,female,GBR,1853.73,No,6.7279005e-05,Yes,No,No,Unknown
Ejgayehu TAYE,10000-metres,female,ETH,1855.52,No,0.00017759537,Yes,No,No,No
Ririka HIRONAKA,10000-metres,female,JPN,1856.32,No,0.0006113138,Yes,No,No,No
Taylor ROE,10000-metres,female,USA,1858.66,No,0.0006113138,Yes,No,No,Unknown
Lauren RYAN,10000-metres,female,AUS,1858.69,No,5.918692e-05,Yes,No,No,Yes
Emily INFELD,10000-metres,female,USA,1859.38,No,5.7911897e-05,Yes,No,No,Yes
Jessica MCCLAIN,10000-metres,female,USA,1859.71,No,5.7911897e-05,Yes,No,No,Unknown
Dominique SCOTT,10000-metres,female,RSA,1862.32,No,5.7911897e-05,Yes,No,No,No
Caroline KARIBA,10000-metres,female,KEN,1862.7,No,6.650773e-05,Yes,No,No,Unknown
Pamela KOSGEI,10000-metres,female,KEN,1862.73,No,6.650773e-05,Yes,No,No,Unknown
Diane VAN ES,10000-metres,female,NED,1868.05,No,4.3747717e-05,Yes,No,No,No
Miriam CHEBET,10000-metres,female,KEN,1869.17,No,6.650773e-05,Yes,No,No,Unknown
Ririka HIRONAKA,10000-metres,female,JPN,1869.62,No,0.0006113138,Yes,No,No,No
Mikuni YADA,10000-metres,female,JPN,1872.21,No,0.00014946939,Yes,No,No,Yes
Ririka HIRONAKA,10000-metres,female,JPN,1873.78,No,0.0006113138,Yes,No,No,No
Jana VAN LENT,10000-metres,female,BEL,1874.22,No,0.0007262833,Yes,No,No,Unknown
Joy CHEPTOYEK,10000-metres,female,UGA,1875.03,No,6.650773e-05,Yes,No,No,Yes
Pamela KOSGEI,10000-metres,female,KEN,1877.82,No,6.650773e-05,Yes,No,No,Unknown
Elisa PALMERO,10000-metres,female,ITA,1878.03,No,0.00014946939,Yes,No,No,Unknown
Megan KEITH,10000-metres,female,GBR,1879.88,No,7.902387e-05,Yes,No,No,Unknown
Mikuni YADA,10000-metres,female,JPN,1880.09,No,0.00014946939,Yes,No,No,Yes
Grace HARTMAN,10000-metres,female,USA,1880.6,No,6.650773e-05,Yes,No,No,Unknown
Fotyen TESFAY,10000-metres,female,ETH,1881.67,No,5.918692e-05,Yes,No,No,No
Rebecca CHELANGAT,10000-metres,female,UGA,1881.74,No,6.650773e-05,Yes,No,No,Unknown
Mekdes WOLDU,10000-metres,female,FRA,1883.45,No,6.7279005e-05,Yes,No,Yes,Yes
Everlyn KEMBOI,10000-metres,female,USA,1884.13,No,0.0006113138,Yes,No,No,Yes
Calli HAUGER-THACKERY,10000-metres,female,GBR,1884.21,No,6.7279005e-05,Yes,No,No,Unknown
Wede KEFALE,10000-metres,female,ETH,1884.7,No,0.00017759537,Yes,No,No,Unknown
Klara LUKAN,10000-metres,female,SLO,1885.84,No,0.0006113138,Yes,No,No,Unknown
Glenrose XABA,10000-metres,female,RSA,1887.12,No,5.7911897e-05,Yes,No,No,Unknown
Lauren RYAN,10000-metres,female,AUS,1887.78,No,5.918692e-05,Yes,No,No,Yes
Dolphine Nyaboke OMARE,10000-metres,female,KEN,1889.35,No,6.650773e-05,Yes,No,No,Yes
Grace HARTMAN,10000-metres,female,USA,1892.15,No,6.650773e-05,Yes,No,No,Unknown
Jana VAN LENT,10000-metres,female,BEL,1892.28,No,0.0007262833,Yes,No,No,Unknown
Ella DONAGHU,10000-metres,female,USA,1892.93,No,4.3747717e-05,Yes,No,No,Unknown
